File Created: 	2019-10-02 11.51.20						
Gas Name:	Ar	H2	H2				
4614,056	50,000	0,000	0,000	50,003	0,000	0,209	0,0
4615,006	50,000	0,000	0,000	49,987	0,000	0,209	0,0
4616,050	50,000	0,000	0,000	49,987	0,000	0,184	0,0
4617,000	50,000	0,000	0,000	50,006	0,000	0,197	0,0
4618,046	50,000	0,000	0,000	49,994	0,000	0,203	0,0
4619,090	50,000	0,000	0,000	50,003	0,000	0,187	0,0
4620,040	50,000	0,000	0,000	49,997	0,000	0,184	0,0
4621,085	50,000	0,000	0,000	49,997	0,000	0,206	0,0
4622,036	50,000	0,000	0,000	50,000	0,000	0,194	0,0
4623,080	50,000	0,000	0,000	49,994	0,000	0,219	0,0
4624,030	50,000	0,000	0,000	50,019	0,000	0,203	0,0
4625,075	50,000	0,000	0,000	50,013	0,000	0,212	0,0
4626,025	50,000	0,000	0,000	49,987	0,000	0,244	0,0
4627,071	50,000	0,000	0,000	50,000	0,000	0,203	0,0
4628,020	50,000	0,000	0,000	49,997	0,000	0,206	0,0
4629,065	50,000	0,000	0,000	49,991	0,000	0,212	0,0
4630,015	50,000	0,000	0,000	49,997	0,000	0,191	0,0
4631,060	50,000	0,000	0,000	49,997	0,000	0,209	0,0
4632,010	50,000	0,000	0,000	49,984	0,000	0,191	0,0
4633,056	50,000	0,000	0,000	49,994	0,000	0,194	0,0
4634,005	50,000	0,000	0,000	50,003	0,000	0,200	0,0
4635,051	50,000	0,000	0,000	49,981	0,000	0,181	0,0
4636,000	50,000	0,000	0,000	49,991	0,000	0,184	0,0
4637,045	50,000	0,000	0,000	50,006	0,000	0,194	0,0
4638,090	50,000	0,000	0,000	49,997	0,000	0,219	0,0
4639,040	50,000	0,000	0,000	50,000	0,000	0,184	0,0
4640,085	50,000	0,000	0,000	50,003	0,000	0,212	0,0
4641,035	50,000	0,000	0,000	49,978	0,000	0,228	0,0
4642,080	50,000	0,000	0,000	49,994	0,000	0,181	0,0
4643,031	50,000	0,000	0,000	50,016	0,000	0,187	0,0
4644,075	50,000	0,000	0,000	49,987	0,000	0,187	0,0
4645,025	50,000	0,000	0,000	49,994	0,000	0,200	0,0
4646,070	50,000	0,000	0,000	49,994	0,000	0,194	0,0
4647,020	50,000	0,000	0,000	49,987	0,000	0,187	0,0
4648,065	50,000	0,000	0,000	49,991	0,000	0,216	0,0
4649,015	50,000	0,000	0,000	49,994	0,000	0,209	0,0
4650,060	50,000	0,000	0,000	49,997	0,000	0,222	0,0
4651,010	50,000	0,000	0,000	49,984	0,000	0,216	0,0
4652,056	50,000	0,000	0,000	50,003	0,000	0,222	0,0
4653,005	50,000	0,000	0,000	49,978	0,000	0,163	0,0
4654,051	50,000	0,000	0,000	49,981	0,000	0,191	0,0
4655,000	50,000	0,000	0,000	50,000	0,000	0,216	0,0
4656,045	50,000	0,000	0,000	50,006	0,000	0,209	0,0
4657,091	50,000	0,000	0,000	50,016	0,000	0,206	0,0
4658,040	50,000	0,000	0,000	49,994	0,000	0,206	0,0
4659,085	50,000	0,000	0,000	50,013	0,000	0,228	0,0
4660,035	50,000	0,000	0,000	50,006	0,000	0,216	0,0
4661,080	50,000	0,000	0,000	49,997	0,000	0,191	0,0
4662,031	50,000	0,000	0,000	49,994	0,000	0,209	0,0
4663,076	50,000	0,000	0,000	49,981	0,000	0,184	0,0
4664,025	50,000	0,000	0,000	49,997	0,000	0,219	0,0
4665,071	50,000	0,000	0,000	49,984	0,000	0,191	0,0
4666,020	50,000	0,000	0,000	50,003	0,000	0,197	0,0
4667,065	50,000	0,000	0,000	49,991	0,000	0,197	0,0
4668,015	50,000	0,000	0,000	49,997	0,000	0,150	0,0
4669,060	50,000	0,000	0,000	50,013	0,000	0,212	0,0
4670,010	50,000	0,000	0,000	49,997	0,000	0,184	0,0
4671,056	50,000	0,000	0,000	50,016	0,000	0,200	0,0
4672,005	50,000	0,000	0,000	49,991	0,000	0,197	0,0
4673,051	50,000	0,000	0,000	49,991	0,000	0,216	0,0
4674,000	50,000	0,000	0,000	49,984	0,000	0,216	0,0
4675,046	50,000	0,000	0,000	49,987	0,000	0,237	0,0
4676,090	50,000	0,000	0,000	49,997	0,000	0,212	0,0
4677,040	50,000	0,000	0,000	50,003	0,000	0,209	0,0
4678,086	50,000	0,000	0,000	50,013	0,000	0,212	0,0
4679,035	50,000	0,000	0,000	49,997	0,000	0,197	0,0
4680,080	50,000	0,000	0,000	50,006	0,000	0,203	0,0
4681,030	50,000	0,000	0,000	49,994	0,000	0,216	0,0
4682,076	50,000	0,000	0,000	50,022	0,000	0,175	0,0
4683,026	50,000	0,000	0,000	50,009	0,000	0,216	0,0
4684,070	50,000	0,000	0,000	49,994	0,000	0,194	0,0
4685,020	50,000	0,000	0,000	50,000	0,000	0,216	0,0
4686,065	50,000	0,000	0,000	49,991	0,000	0,209	0,0
4687,015	50,000	0,000	0,000	50,006	0,000	0,231	0,0
4688,060	50,000	0,000	0,000	49,991	0,000	0,191	0,0
4689,010	50,000	0,000	0,000	50,003	0,000	0,187	0,0
4690,056	50,000	0,000	0,000	49,994	0,000	0,203	0,0
4691,005	50,000	0,000	0,000	50,000	0,000	0,184	0,0
4692,050	50,000	0,000	0,000	49,997	0,000	0,209	0,0
4693,001	50,000	0,000	0,000	50,022	0,000	0,209	0,0
4694,045	50,000	0,000	0,000	49,997	0,000	0,194	0,0
4695,090	50,000	0,000	0,000	49,997	0,000	0,191	0,0
4696,040	50,000	0,000	0,000	49,994	0,000	0,184	0,0
4697,086	50,000	0,000	0,000	50,000	0,000	0,194	0,0
4698,036	50,000	0,000	0,000	49,984	0,000	0,219	0,0
4699,080	50,000	0,000	0,000	49,997	0,000	0,212	0,0
4700,030	50,000	0,000	0,000	49,994	0,000	0,200	0,0
4701,075	50,000	0,000	0,000	50,013	0,000	0,206	0,0
4702,025	50,000	0,000	0,000	49,991	0,000	0,206	0,0
4703,070	50,000	0,000	0,000	49,997	0,000	0,231	0,0
4704,020	50,000	0,000	0,000	50,013	0,000	0,178	0,0
4705,065	50,000	0,000	0,000	50,006	0,000	0,200	0,0
4706,016	50,000	0,000	0,000	50,016	0,000	0,216	0,0
4707,060	50,000	0,000	0,000	50,006	0,000	0,184	0,0
4708,010	50,000	0,000	0,000	49,987	0,000	0,206	0,0
4709,056	50,000	0,000	0,000	49,997	0,000	0,216	0,0
4710,005	50,000	0,000	0,000	49,984	0,000	0,206	0,0
4711,051	50,000	0,000	0,000	50,000	0,000	0,216	0,0
4712,001	50,000	0,000	0,000	49,981	0,000	0,209	0,0
4713,045	50,000	0,000	0,000	49,994	0,000	0,216	0,0
4714,090	50,000	0,000	0,000	49,997	0,000	0,184	0,0
4715,040	50,000	0,000	0,000	49,997	0,000	0,194	0,0
4716,085	50,000	0,000	0,000	50,006	0,000	0,225	0,0
4717,035	50,000	0,000	0,000	49,991	0,000	0,187	0,0
4718,080	50,000	0,000	0,000	49,997	0,000	0,222	0,0
4719,030	50,000	0,000	0,000	49,997	0,000	0,206	0,0
4720,075	50,000	0,000	0,000	49,981	0,000	0,203	0,0
4721,025	50,000	0,000	0,000	49,987	0,000	0,194	0,0
4722,070	50,000	0,000	0,000	49,991	0,000	0,200	0,0
4723,020	50,000	0,000	0,000	50,006	0,000	0,203	0,0
4724,065	50,000	0,000	0,000	49,991	0,000	0,222	0,0
4725,015	50,000	0,000	0,000	49,991	0,000	0,231	0,0
4726,060	50,000	0,000	0,000	49,975	0,000	0,187	0,0
4727,010	50,000	0,000	0,000	49,987	0,000	0,172	0,0
4728,055	50,000	0,000	0,000	49,969	0,000	0,209	0,0
4729,006	50,000	0,000	0,000	49,994	0,000	0,200	0,0
4730,050	50,000	0,000	0,000	49,997	0,000	0,209	0,0
4731,000	50,000	0,000	0,000	50,003	0,000	0,212	0,0
4732,045	50,000	0,000	0,000	50,013	0,000	0,206	0,0
4733,090	50,000	0,000	0,000	50,000	0,000	0,216	0,0
4734,040	50,000	0,000	0,000	49,991	0,000	0,194	0,0
4735,085	50,000	0,000	0,000	49,987	0,000	0,181	0,0
4736,035	50,000	0,000	0,000	49,997	0,000	0,187	0,0
4737,080	50,000	0,000	0,000	49,994	0,000	0,203	0,0
4738,030	50,000	0,000	0,000	50,013	0,000	0,206	0,0
4739,075	50,000	0,000	0,000	49,991	0,000	0,191	0,0
4740,025	50,000	0,000	0,000	50,000	0,000	0,206	0,0
4741,071	50,000	0,000	0,000	49,991	0,000	0,187	0,0
4742,020	50,000	0,000	0,000	49,978	0,000	0,206	0,0
4743,065	50,000	0,000	0,000	50,000	0,000	0,216	0,0
4744,016	50,000	0,000	0,000	49,994	0,000	0,191	0,0
4745,060	50,000	0,000	0,000	49,978	0,000	0,228	0,0
4746,010	50,000	0,000	0,000	49,984	0,000	0,191	0,0
4747,055	50,000	0,000	0,000	49,997	0,000	0,203	0,0
4748,005	50,000	0,000	0,000	50,016	0,000	0,200	0,0
4749,051	50,000	0,000	0,000	49,991	0,000	0,209	0,0
4750,001	50,000	0,000	0,000	49,984	0,000	0,194	0,0
4751,045	50,000	0,000	0,000	49,997	0,000	0,187	0,0
4752,090	50,000	0,000	0,000	49,997	0,000	0,219	0,0
4753,041	50,000	0,000	0,000	49,994	0,000	0,197	0,0
4754,085	50,000	0,000	0,000	50,000	0,000	0,222	0,0
4755,036	50,000	0,000	0,000	49,987	0,000	0,237	0,0
4756,080	50,000	0,000	0,000	49,997	0,000	0,216	0,0
4757,030	50,000	0,000	0,000	49,994	0,000	0,209	0,0
4758,075	50,000	0,000	0,000	50,003	0,000	0,194	0,0
4759,025	50,000	0,000	0,000	50,003	0,000	0,194	0,0
4760,070	50,000	0,000	0,000	49,987	0,000	0,200	0,0
4761,020	50,000	0,000	0,000	49,987	0,000	0,200	0,0
4762,065	50,000	0,000	0,000	50,000	0,000	0,206	0,0
4763,016	50,000	0,000	0,000	49,994	0,000	0,212	0,0
4764,060	50,000	0,000	0,000	50,003	0,000	0,181	0,0
4765,010	50,000	0,000	0,000	49,991	0,000	0,194	0,0
4766,055	50,000	0,000	0,000	50,000	0,000	0,166	0,0
4767,005	50,000	0,000	0,000	49,997	0,000	0,175	0,0
4768,051	50,000	0,000	0,000	49,994	0,000	0,219	0,0
4769,000	50,000	0,000	0,000	49,991	0,000	0,200	0,0
4770,046	50,000	0,000	0,000	50,006	0,000	0,187	0,0
4771,090	50,000	0,000	0,000	49,997	0,000	0,209	0,0
4772,040	50,000	0,000	0,000	49,987	0,000	0,194	0,0
4773,086	50,000	0,000	0,000	50,016	0,000	0,203	0,0
4774,036	50,000	0,000	0,000	49,987	0,000	0,203	0,0
4775,080	50,000	0,000	0,000	49,994	0,000	0,203	0,0
4776,030	50,000	0,000	0,000	50,003	0,000	0,234	0,0
4777,076	50,000	0,000	0,000	49,975	0,000	0,222	0,0
4778,025	50,000	0,000	0,000	50,006	0,000	0,159	0,0
4779,070	50,000	0,000	0,000	50,019	0,000	0,187	0,0
4780,020	50,000	0,000	0,000	50,000	0,000	0,219	0,0
4781,066	50,000	0,000	0,000	50,000	0,000	0,206	0,0
4782,015	50,000	0,000	0,000	50,006	0,000	0,219	0,0
4783,060	50,000	0,000	0,000	50,009	0,000	0,206	0,0
4784,010	50,000	0,000	0,000	49,981	0,000	0,197	0,0
4785,056	50,000	0,000	0,000	49,981	0,000	0,187	0,0
4786,006	50,000	0,000	0,000	49,981	0,000	0,219	0,0
4787,051	50,000	0,000	0,000	50,000	0,000	0,219	0,0
4788,000	50,000	0,000	0,000	49,997	0,000	0,197	0,0
4789,046	50,000	0,000	0,000	49,981	0,000	0,212	0,0
4790,091	50,000	0,000	0,000	49,987	0,000	0,203	0,0
4791,040	50,000	0,000	0,000	49,994	0,000	0,219	0,0
4792,085	50,000	0,000	0,000	50,009	0,000	0,219	0,0
4793,036	50,000	0,000	0,000	49,994	0,000	0,191	0,0
4794,080	50,000	0,000	0,000	49,987	0,000	0,212	0,0
4795,030	50,000	0,000	0,000	49,994	0,000	0,181	0,0
4796,076	50,000	0,000	0,000	49,984	0,000	0,203	0,0
4797,025	50,000	0,000	0,000	50,003	0,000	0,219	0,0
4798,070	50,000	0,000	0,000	49,994	0,000	0,197	0,0
4799,020	50,000	0,000	0,000	49,991	0,000	0,212	0,0
4800,065	50,000	0,000	0,000	50,000	0,000	0,187	0,0
4801,015	50,000	0,000	0,000	50,006	0,000	0,219	0,0
4802,060	50,000	0,000	0,000	49,997	0,000	0,209	0,0
4803,010	50,000	0,000	0,000	49,987	0,000	0,187	0,0
4804,056	50,000	0,000	0,000	49,991	0,000	0,194	0,0
4805,006	50,000	0,000	0,000	50,000	0,000	0,178	0,0
4806,051	50,000	0,000	0,000	49,984	0,000	0,228	0,0
4807,000	50,000	0,000	0,000	49,994	0,000	0,166	0,0
4808,045	50,000	0,000	0,000	50,006	0,000	0,187	0,0
4809,090	50,000	0,000	0,000	50,000	0,000	0,216	0,0
4810,040	50,000	0,000	0,000	50,003	0,000	0,200	0,0
4811,085	50,000	0,000	0,000	50,003	0,000	0,187	0,0
4812,035	50,000	0,000	0,000	49,987	0,000	0,209	0,0
4813,080	50,000	0,000	0,000	49,987	0,000	0,184	0,0
4814,030	50,000	0,000	0,000	49,994	0,000	0,209	0,0
4815,076	50,000	0,000	0,000	49,997	0,000	0,206	0,0
4816,025	50,000	0,000	0,000	50,016	0,000	0,206	0,0
4817,070	50,000	0,000	0,000	49,994	0,000	0,206	0,0
4818,020	50,000	0,000	0,000	50,000	0,000	0,212	0,0
4819,065	50,000	0,000	0,000	50,019	0,000	0,197	0,0
4820,015	50,000	0,000	0,000	50,003	0,000	0,191	0,0
4821,061	50,000	0,000	0,000	50,016	0,000	0,197	0,0
4822,010	50,000	0,000	0,000	49,997	0,000	0,181	0,0
4823,056	50,000	0,000	0,000	49,997	0,000	0,203	0,0
4824,005	50,000	0,000	0,000	50,003	0,000	0,206	0,0
4825,051	50,000	0,000	0,000	49,984	0,000	0,216	0,0
4826,000	50,000	0,000	0,000	49,981	0,000	0,206	0,0
4827,045	50,000	0,000	0,000	50,013	0,000	0,237	0,0
4828,090	50,000	0,000	0,000	50,003	0,000	0,191	0,0
4829,041	50,000	0,000	0,000	49,994	0,000	0,191	0,0
4830,086	50,000	0,000	0,000	49,991	0,000	0,216	0,0
4831,035	50,000	0,000	0,000	49,984	0,000	0,203	0,0
4832,081	50,000	0,000	0,000	49,987	0,000	0,203	0,0
4833,030	50,000	0,000	0,000	49,991	0,000	0,194	0,0
4834,076	50,000	0,000	0,000	49,994	0,000	0,209	0,0
4835,025	50,000	0,000	0,000	49,997	0,000	0,175	0,0
4836,071	50,000	0,000	0,000	50,009	0,000	0,194	0,0
4837,020	50,000	0,000	0,000	49,972	0,000	0,206	0,0
4838,065	50,000	0,000	0,000	49,991	0,000	0,219	0,0
4839,015	50,000	0,000	0,000	49,997	0,000	0,216	0,0
4840,060	50,000	0,000	0,000	50,006	0,000	0,222	0,0
4841,010	50,000	0,000	0,000	49,981	0,000	0,206	0,0
4842,056	50,000	0,000	0,000	50,009	0,000	0,203	0,0
4843,006	50,000	0,000	0,000	49,997	0,000	0,203	0,0
4844,050	50,000	0,000	0,000	50,000	0,000	0,212	0,0
4845,001	50,000	0,000	0,000	50,003	0,000	0,187	0,0
4846,046	50,000	0,000	0,000	49,991	0,000	0,178	0,0
4847,091	50,000	0,000	0,000	49,997	0,000	0,206	0,0
4848,040	50,000	0,000	0,000	49,984	0,000	0,178	0,0
4849,086	50,000	0,000	0,000	50,000	0,000	0,197	0,0
4850,036	50,000	0,000	0,000	49,987	0,000	0,206	0,0
4851,080	50,000	0,000	0,000	49,984	0,000	0,206	0,0
4852,031	50,000	0,000	0,000	50,006	0,000	0,187	0,0
4853,076	50,000	0,000	0,000	49,991	0,000	0,200	0,0
4854,025	50,000	0,000	0,000	49,994	0,000	0,166	0,0
4855,071	50,000	0,000	0,000	50,003	0,000	0,212	0,0
4856,020	50,000	0,000	0,000	50,003	0,000	0,209	0,0
4857,065	50,000	0,000	0,000	49,984	0,000	0,200	0,0
4858,015	50,000	0,000	0,000	49,978	0,000	0,194	0,0
4859,060	50,000	0,000	0,000	50,003	0,000	0,222	0,0
4860,010	50,000	0,000	0,000	50,003	0,000	0,184	0,0
4861,056	50,000	0,000	0,000	49,991	0,000	0,203	0,0
4862,006	50,000	0,000	0,000	50,013	0,000	0,206	0,0
4863,050	50,000	0,000	0,000	50,000	0,000	0,194	0,0
4864,000	50,000	0,000	0,000	49,991	0,000	0,212	0,0
4865,045	50,000	0,000	0,000	49,994	0,000	0,212	0,0
4866,090	50,000	0,000	0,000	50,006	0,000	0,181	0,0
4867,040	50,000	0,000	0,000	49,997	0,000	0,206	0,0
4868,086	50,000	0,000	0,000	49,997	0,000	0,203	0,0
4869,036	50,000	0,000	0,000	49,997	0,000	0,216	0,0
4870,080	50,000	0,000	0,000	49,991	0,000	0,184	0,0
4871,031	50,000	0,000	0,000	50,003	0,000	0,175	0,0
4872,075	50,000	0,000	0,000	49,991	0,000	0,209	0,0
4873,025	50,000	0,000	0,000	50,000	0,000	0,206	0,0
4874,070	50,000	0,000	0,000	49,991	0,000	0,203	0,0
4875,020	50,000	0,000	0,000	50,003	0,000	0,219	0,0
4876,065	50,000	0,000	0,000	49,997	0,000	0,194	0,0
4877,015	50,000	0,000	0,000	50,000	0,000	0,184	0,0
4878,060	50,000	0,000	0,000	49,994	0,000	0,222	0,0
4879,010	50,000	0,000	0,000	50,000	0,000	0,219	0,0
4880,056	50,000	0,000	0,000	50,000	0,000	0,206	0,0
4881,006	50,000	0,000	0,000	49,991	0,000	0,200	0,0
4882,050	50,000	0,000	0,000	50,006	0,000	0,191	0,0
4883,000	50,000	0,000	0,000	49,987	0,000	0,200	0,0
4884,045	50,000	0,000	0,000	50,006	0,000	0,200	0,0
4885,091	50,000	0,000	0,000	49,994	0,000	0,197	0,0
4886,041	50,000	0,000	0,000	50,006	0,000	0,191	0,0
4887,085	50,000	0,000	0,000	50,000	0,000	0,178	0,0
4888,035	50,000	0,000	0,000	49,997	0,000	0,194	0,0
4889,080	50,000	0,000	0,000	50,003	0,000	0,203	0,0
4890,030	50,000	0,000	0,000	49,997	0,000	0,181	0,0
4891,075	50,000	0,000	0,000	49,994	0,000	0,225	0,0
4892,025	50,000	0,000	0,000	50,006	0,000	0,191	0,0
4893,071	50,000	0,000	0,000	49,991	0,000	0,212	0,0
4894,020	50,000	0,000	0,000	50,000	0,000	0,187	0,0
4895,065	50,000	0,000	0,000	49,991	0,000	0,222	0,0
4896,015	50,000	0,000	0,000	49,994	0,000	0,194	0,0
4897,060	50,000	0,000	0,000	49,987	0,000	0,197	0,0
4898,010	50,000	0,000	0,000	50,009	0,000	0,187	0,0
4899,055	50,000	0,000	0,000	49,994	0,000	0,209	0,0
4900,006	50,000	0,000	0,000	49,994	0,000	0,184	0,0
4901,050	50,000	0,000	0,000	50,009	0,000	0,163	0,0
4902,000	50,000	0,000	0,000	49,997	0,000	0,203	0,0
4903,045	50,000	0,000	0,000	49,987	0,000	0,184	0,0
4904,090	50,000	0,000	0,000	50,006	0,000	0,200	0,0
4905,040	50,000	0,000	0,000	50,013	0,000	0,225	0,0
4906,086	50,000	0,000	0,000	49,984	0,000	0,200	0,0
4907,035	50,000	0,000	0,000	50,000	0,000	0,212	0,0
4908,081	50,000	0,000	0,000	50,006	0,000	0,219	0,0
4909,030	50,000	0,000	0,000	49,997	0,000	0,191	0,0
4910,076	50,000	0,000	0,000	50,003	0,000	0,203	0,0
4911,025	50,000	0,000	0,000	49,997	0,000	0,212	0,0
4912,070	50,000	0,000	0,000	50,006	0,000	0,197	0,0
4913,020	50,000	0,000	0,000	50,003	0,000	0,200	0,0
4914,065	50,000	0,000	0,000	50,003	0,000	0,191	0,0
4915,015	50,000	0,000	0,000	49,997	0,000	0,219	0,0
4916,060	50,000	0,000	0,000	50,003	0,000	0,219	0,0
4917,010	50,000	0,000	0,000	49,994	0,000	0,187	0,0
4918,056	50,000	0,000	0,000	49,991	0,000	0,181	0,0
4919,005	50,000	0,000	0,000	49,997	0,000	0,178	0,0
4920,051	50,000	0,000	0,000	50,019	0,000	0,222	0,0
4921,000	50,000	0,000	0,000	49,978	0,000	0,181	0,0
4922,046	50,000	0,000	0,000	49,991	0,000	0,153	0,0
4923,092	50,000	0,000	0,000	49,984	0,000	0,228	0,0
4924,040	50,000	0,000	0,000	49,991	0,000	0,200	0,0
4925,085	50,000	0,000	0,000	49,987	0,000	0,200	0,0
4926,035	50,000	0,000	0,000	49,991	0,000	0,203	0,0
4927,080	50,000	0,000	0,000	49,994	0,000	0,181	0,0
4928,030	50,000	0,000	0,000	50,009	0,000	0,197	0,0
4929,075	50,000	0,000	0,000	49,994	0,000	0,228	0,0
4930,025	50,000	0,000	0,000	49,997	0,000	0,209	0,0
4931,070	50,000	0,000	0,000	49,987	0,000	0,194	0,0
4932,020	50,000	0,000	0,000	49,994	0,000	0,203	0,0
4933,065	50,000	0,000	0,000	49,994	0,000	0,219	0,0
4934,016	50,000	0,000	0,000	49,994	0,000	0,222	0,0
4935,060	50,000	0,000	0,000	49,997	0,000	0,187	0,0
4936,010	50,000	0,000	0,000	49,991	0,000	0,178	0,0
4937,056	50,000	0,000	0,000	50,013	0,000	0,184	0,0
4938,006	50,000	0,000	0,000	49,994	0,000	0,187	0,0
4939,051	50,000	0,000	0,000	50,000	0,000	0,216	0,0
4940,001	50,000	0,000	0,000	49,981	0,000	0,181	0,0
4941,045	50,000	0,000	0,000	49,997	0,000	0,203	0,0
4942,091	50,000	0,000	0,000	49,981	0,000	0,187	0,0
4943,040	50,000	0,000	0,000	50,006	0,000	0,178	0,0
4944,085	50,000	0,000	0,000	50,000	0,000	0,203	0,0
4945,035	50,000	0,000	0,000	49,994	0,000	0,209	0,0
4946,080	50,000	0,000	0,000	50,000	0,000	0,203	0,0
4947,031	50,000	0,000	0,000	50,000	0,000	0,219	0,0
4948,076	50,000	0,000	0,000	50,009	0,000	0,191	0,0
4949,025	50,000	0,000	0,000	49,991	0,000	0,206	0,0
4950,071	50,000	0,000	0,000	50,003	0,000	0,209	0,0
4951,020	50,000	0,000	0,000	49,987	0,000	0,187	0,0
4952,065	50,000	0,000	0,000	50,000	0,000	0,166	0,0
4953,015	50,000	0,000	0,000	50,009	0,000	0,181	0,0
4954,061	50,000	0,000	0,000	49,991	0,000	0,194	0,0
4955,010	50,000	0,000	0,000	49,994	0,000	0,206	0,0
4956,055	50,000	0,000	0,000	50,003	0,000	0,231	0,0
4957,005	50,000	0,000	0,000	50,013	0,000	0,197	0,0
4958,051	50,000	0,000	0,000	50,006	0,000	0,181	0,0
4959,000	50,000	0,000	0,000	49,987	0,000	0,178	0,0
4960,045	50,000	0,000	0,000	49,997	0,000	0,197	0,0
4961,090	50,000	0,000	0,000	49,981	0,000	0,200	0,0
4962,040	50,000	0,000	0,000	50,000	0,000	0,206	0,0
4963,085	50,000	0,000	0,000	49,994	0,000	0,194	0,0
4964,035	50,000	0,000	0,000	49,997	0,000	0,194	0,0
4965,080	50,000	0,000	0,000	50,006	0,000	0,206	0,0
4966,030	50,000	0,000	0,000	50,019	0,000	0,197	0,0
4967,075	50,000	0,000	0,000	49,991	0,000	0,200	0,0
4968,025	50,000	0,000	0,000	49,994	0,000	0,191	0,0
4969,070	50,000	0,000	0,000	49,987	0,000	0,206	0,0
4970,020	50,000	0,000	0,000	50,006	0,000	0,200	0,0
4971,065	50,000	0,000	0,000	49,987	0,000	0,181	0,0
4972,016	50,000	0,000	0,000	50,003	0,000	0,212	0,0
4973,060	50,000	0,000	0,000	50,003	0,000	0,175	0,0
4974,010	50,000	0,000	0,000	50,006	0,000	0,203	0,0
4975,055	50,000	0,000	0,000	50,003	0,000	0,200	0,0
4976,005	50,000	0,000	0,000	49,987	0,000	0,187	0,0
4977,050	50,000	0,000	0,000	49,997	0,000	0,203	0,0
4978,000	50,000	0,000	0,000	49,994	0,000	0,197	0,0
4979,045	50,000	0,000	0,000	50,009	0,000	0,241	0,0
4980,090	50,000	0,000	0,000	49,984	0,000	0,197	0,0
4981,040	50,000	0,000	0,000	50,003	0,000	0,206	0,0
4982,085	50,000	0,000	0,000	49,994	0,000	0,181	0,0
4983,036	50,000	0,000	0,000	50,000	0,000	0,191	0,0
4984,081	50,000	0,000	0,000	49,997	0,000	0,216	0,0
4985,030	50,000	0,000	0,000	49,981	0,000	0,194	0,0
4986,076	50,000	0,000	0,000	50,000	0,000	0,187	0,0
4987,025	50,000	0,000	0,000	50,013	0,000	0,206	0,0
4988,071	50,000	0,000	0,000	49,981	0,000	0,163	0,0
4989,020	50,000	0,000	0,000	50,006	0,000	0,172	0,0
4990,065	50,000	0,000	0,000	49,994	0,000	0,197	0,0
4991,016	50,000	0,000	0,000	49,994	0,000	0,200	0,0
4992,060	50,000	0,000	0,000	49,994	0,000	0,172	0,0
4993,010	50,000	0,000	0,000	50,006	0,000	0,209	0,0
4994,056	50,000	0,000	0,000	49,997	0,000	0,206	0,0
4995,006	50,000	0,000	0,000	49,991	0,000	0,209	0,0
4996,051	50,000	0,000	0,000	50,000	0,000	0,225	0,0
4997,000	50,000	0,000	0,000	49,997	0,000	0,206	0,0
4998,045	50,000	0,000	0,000	49,997	0,000	0,178	0,0
4999,090	50,000	0,000	0,000	49,987	0,000	0,175	0,0
5000,040	50,000	0,000	0,000	50,006	0,000	0,231	0,0
5001,085	50,000	0,000	0,000	49,997	0,000	0,197	0,0
5002,036	50,000	0,000	0,000	49,984	0,000	0,181	0,0
5003,081	50,000	0,000	0,000	50,000	0,000	0,194	0,0
5004,031	50,000	0,000	0,000	50,003	0,000	0,197	0,0
5005,075	50,000	0,000	0,000	50,006	0,000	0,181	0,0
5006,025	50,000	0,000	0,000	50,006	0,000	0,206	0,0
5007,070	50,000	0,000	0,000	50,000	0,000	0,194	0,0
5008,020	50,000	0,000	0,000	50,009	0,000	0,219	0,0
5009,065	50,000	0,000	0,000	49,991	0,000	0,187	0,0
5010,015	50,000	0,000	0,000	49,994	0,000	0,172	0,0
5011,060	50,000	0,000	0,000	49,991	0,000	0,194	0,0
5012,010	50,000	0,000	0,000	49,991	0,000	0,203	0,0
5013,056	50,000	0,000	0,000	50,003	0,000	0,203	0,0
5014,005	50,000	0,000	0,000	49,981	0,000	0,197	0,0
5015,050	50,000	0,000	0,000	49,997	0,000	0,206	0,0
5016,000	50,000	0,000	0,000	49,991	0,000	0,203	0,0
5017,045	50,000	0,000	0,000	49,994	0,000	0,209	0,0
5018,090	50,000	0,000	0,000	49,997	0,000	0,191	0,0
5019,040	50,000	0,000	0,000	49,994	0,000	0,200	0,0
5020,085	50,000	0,000	0,000	50,006	0,000	0,178	0,0
5021,035	50,000	0,000	0,000	50,006	0,000	0,172	0,0
5022,081	50,000	0,000	0,000	49,997	0,000	0,191	0,0
5023,030	50,000	0,000	0,000	49,991	0,000	0,203	0,0
5024,075	50,000	0,000	0,000	50,003	0,000	0,197	0,0
5025,025	50,000	0,000	0,000	50,003	0,000	0,184	0,0
5026,070	50,000	0,000	0,000	49,994	0,000	0,212	0,0
5027,020	50,000	0,000	0,000	49,991	0,000	0,178	0,0
5028,065	50,000	0,000	0,000	50,006	0,000	0,209	0,0
5029,015	50,000	0,000	0,000	49,997	0,000	0,197	0,0
5030,061	50,000	0,000	0,000	49,997	0,000	0,184	0,0
5031,010	50,000	0,000	0,000	49,978	0,000	0,197	0,0
5032,055	50,000	0,000	0,000	49,991	0,000	0,169	0,0
5033,006	50,000	0,000	0,000	49,997	0,000	0,194	0,0
5034,050	50,000	0,000	0,000	49,987	0,000	0,216	0,0
5035,000	50,000	0,000	0,000	49,994	0,000	0,181	0,0
5036,045	50,000	0,000	0,000	50,009	0,000	0,206	0,0
